course,EX,A,B,C,D,P,F,session
EC31001-ANALOG COMMUNICATION,0,0,0,0,2,1,0,Autumn 19
EC31001-ANALOG COMMUNICATION,15,41,70,14,3,1,1,Autumn 21
CH21004-HEAT TRANSFER,12,50,31,9,4,0,0,Spring 20
CH21004-HEAT TRANSFER,0,0,0,1,1,1,0,Spring 18
CH21008-CHEMICAL ENGINEERING THERMODYNAMICS,13,37,26,27,2,0,0,Spring 20
CH21008-CHEMICAL ENGINEERING THERMODYNAMICS,0,0,2,1,0,0,0,Spring 18
AR22005-HISTORY OF ARCHITECTURE-I,0,0,4,0,0,0,0,Autumn 18
AR22005-HISTORY OF ARCHITECTURE-I,7,15,18,0,0,0,0,Autumn 20
AR32001-DEVELOPMENT OF CONTEMPORARY ARCHITECTURE,0,0,0,1,1,1,0,Autumn 19
AR32001-DEVELOPMENT OF CONTEMPORARY ARCHITECTURE,10,16,10,4,0,0,0,Autumn 21
HS30003-SOCIOLOGY OF ARCHITECTURE,0,0,0,1,3,0,0,Autumn 19
HS30003-SOCIOLOGY OF ARCHITECTURE,2,6,32,0,0,0,0,Autumn 21
AR42001-LANDSCAPE DESIGN & SITE PLANNING,0,0,1,2,0,0,0,Autumn 20
AR42001-LANDSCAPE DESIGN & SITE PLANNING,4,13,14,5,4,0,0,Autumn 22
AR42005-REAL ESTATE  VALUATION,0,0,3,0,0,0,0,Autumn 20
AR43203-MATERIAL TESTING LAB,0,3,0,0,0,0,0,Autumn 20
AR43203-MATERIAL TESTING LAB,0,39,1,0,0,0,0,Autumn 22
AR48008-OFFICE TRAINING,0,0,1,2,0,0,0,Spring 20
AR48014-DOCUMENTATION OF INNOVATIVE DETAILS,0,1,1,1,0,0,0,Spring 20
AR48016-FIELD OBSERVATION,0,0,1,1,0,1,0,Spring 20
AR48018-SITE SUPERVISION,0,0,0,0,2,1,0,Spring 20
AR40025-TALL BUILDING AND SERVICES,0,0,0,0,2,0,0,Autumn 21
AR51013-ENERGY AND ENVIRONMENTAL SYSTEMS FOR GREEN BUILDINGS,0,1,0,2,0,0,0,Autumn 21
AR51013-ENERGY AND ENVIRONMENTAL SYSTEMS FOR GREEN BUILDINGS,4,1,0,0,0,0,0,Autumn 22
AR52003-PRINCIPLES OF TOWN PLANNING & URBAN DESIGN,0,0,2,1,0,0,0,Autumn 21
AR53201-ARCHITECTURAL DESIGN - VI & FIELD STUDY,0,0,0,0,3,0,0,Autumn 21
AR57101-PROJECT - I(THESIS),0,0,1,1,0,1,0,Autumn 21
AR51004-DISASTER RESISTANT BUILDING & MANAGEMENT,0,0,0,1,2,0,0,Spring 21
CH29006-FLUID FLOW LABORATORY AND DESIGN,27,49,29,0,0,0,0,Spring 20
CH29006-FLUID FLOW LABORATORY AND DESIGN,1,2,0,0,0,0,0,Spring 18
CH29008-FUEL LABORATORY,40,50,15,0,0,0,0,Spring 20
CH29008-FUEL LABORATORY,3,0,0,0,0,0,0,Spring 18
CH31001-MASS TRANSFER I,26,59,64,33,7,3,0,Autumn 21
CH31001-MASS TRANSFER I,0,0,1,1,1,0,0,Autumn 19
CH31007-MECHANICAL OPERATIONS,9,31,49,15,1,0,0,Autumn 21
CH31007-MECHANICAL OPERATIONS,0,1,2,0,0,0,0,Autumn 19
CH31011-INSTRUMENTATION & PROCESS CONTROL,5,22,56,16,5,1,0,Autumn 21
CH31011-INSTRUMENTATION & PROCESS CONTROL,0,0,0,3,0,0,0,Autumn 19
CH30012-TRANSPORT PHENOMENA,4,9,19,40,26,7,0,Spring 21
CH30012-TRANSPORT PHENOMENA,0,0,1,1,1,0,0,Spring 19
CH30012-TRANSPORT PHENOMENA,4,18,10,25,36,30,0,Spring 22
CH40001-BIOCHEMICAL ENGINEERING,9,18,25,19,16,13,6,Autumn 22
CH40001-BIOCHEMICAL ENGINEERING,2,0,1,0,0,0,0,Autumn 20
CH48013-INDUSTRIAL TRAINING,6,13,23,5,8,0,0,Autumn 22
CH48013-INDUSTRIAL TRAINING,0,1,1,0,0,1,0,Autumn 21
MA21007-DESIGN & ANALYSIS OF ALGORITHMS,1,3,2,1,0,0,0,Autumn 22
MA21007-DESIGN & ANALYSIS OF ALGORITHMS,23,48,57,19,4,0,1,Autumn 20
MA21007-DESIGN & ANALYSIS OF ALGORITHMS,0,0,0,0,0,3,1,Autumn 18
MA21007-DESIGN & ANALYSIS OF ALGORITHMS,0,1,1,3,0,0,0,Autumn 19
AE61002-,0,0,0,0,0,1,0,Spring 20
AE61002-,0,0,0,1,1,0,0,Spring 21
HS30095-GLOBALISATION AND CULTURE,2,8,9,3,0,0,0,Autumn 20
CH31009-REACTION ENGINEERING,23,58,22,1,0,1,0,Autumn 21
CH31009-REACTION ENGINEERING,0,0,0,0,1,2,0,Autumn 19
CS20006-SOFTWARE ENGINEERING,55,37,20,5,6,6,0,Spring 20
CS20006-SOFTWARE ENGINEERING,0,0,1,2,1,0,0,Spring 18
CS21002-SWITCHING CIRCUITS AND LOGIC DESIGN,40,73,21,4,1,1,0,Spring 20
CS21002-SWITCHING CIRCUITS AND LOGIC DESIGN,1,0,0,0,2,1,0,Spring 18
CS21002-SWITCHING CIRCUITS AND LOGIC DESIGN,0,0,1,0,0,0,0,Spring 19
CS21002-SWITCHING CIRCUITS AND LOGIC DESIGN,1,0,1,3,1,1,0,Spring 22
CS29002-SWITCHING CIRCUITS LABORATORY,50,74,17,0,0,0,0,Spring 20
CS29002-SWITCHING CIRCUITS LABORATORY,1,1,1,0,0,1,0,Spring 18
CS29002-SWITCHING CIRCUITS LABORATORY,5,3,3,0,0,0,0,Spring 22
CS29006-SOFTWARE ENGINEERING LABORATORY,40,37,24,17,9,2,0,Spring 20
CS29006-SOFTWARE ENGINEERING LABORATORY,0,2,0,1,1,0,0,Spring 18
HS30071-APPLIED ORGANISATIONAL PSYCHOLOGY,0,1,1,2,0,0,0,Autumn 19
HS30071-APPLIED ORGANISATIONAL PSYCHOLOGY,0,1,0,1,0,0,0,Autumn 18
HS30071-APPLIED ORGANISATIONAL PSYCHOLOGY,0,1,2,0,0,0,0,Autumn 20
EC31002-DIGITAL COMMUNICATION,0,0,0,2,0,1,0,Spring 19
EC31002-DIGITAL COMMUNICATION,19,29,51,32,7,1,1,Spring 21
EC31004-VLSI ENGG.,0,0,0,0,2,1,0,Spring 19
EC31004-VLSI ENGG.,28,56,30,15,7,1,2,Spring 21
EC31004-VLSI ENGG.,23,26,39,33,31,14,0,Spring 22
EC31006-MICROCONTROLLER & EMBEDDED SYSTEMS,0,0,2,1,0,0,0,Spring 19
EC31006-MICROCONTROLLER & EMBEDDED SYSTEMS,4,37,69,24,2,3,0,Spring 21
EC31008-DIGITAL SIGNAL PROCESSING,0,0,0,0,0,3,0,Spring 19
EC31008-DIGITAL SIGNAL PROCESSING,30,29,36,31,11,1,0,Spring 21
EC39002-DIGITAL COMMUNICATION LABORATORY,0,0,1,1,0,1,0,Spring 19
EC39002-DIGITAL COMMUNICATION LABORATORY,14,22,46,46,5,6,0,Spring 21
EC39002-DIGITAL COMMUNICATION LABORATORY,25,44,71,18,3,1,0,Spring 22
EC39006-DSP LABORATORY,0,0,2,0,0,0,1,Spring 19
EC39006-DSP LABORATORY,8,39,76,15,0,0,1,Spring 21
EC47007-PROJECT-I,0,0,1,0,0,0,1,Autumn 20
EC47007-PROJECT-I,14,11,16,1,1,0,0,Autumn 22
EC49001-MICROCONTROLLER SYSTEMS LABORATORY,0,1,0,0,0,0,2,Autumn 20
EC49001-MICROCONTROLLER SYSTEMS LABORATORY,41,60,22,14,0,0,0,Autumn 22
EC60203-,0,0,0,0,0,0,1,Autumn 20
EC60203-,1,1,2,1,0,0,0,Autumn 22
MA41008-PARTIAL DIFFERENTIAL EQUATIONS,0,0,0,0,0,1,0,Autumn 19
AE40019-AUTOMATIC CONTROL OF AIRCRAFT,0,0,0,0,0,0,2,Autumn 20
AE40019-AUTOMATIC CONTROL OF AIRCRAFT,1,0,1,1,0,0,0,Autumn 21
AE40019-AUTOMATIC CONTROL OF AIRCRAFT,3,6,4,3,0,3,0,Autumn 22
AE51019-SMART STRUCTURES,0,0,0,0,0,0,1,Autumn 20
AE51019-SMART STRUCTURES,0,3,5,0,1,0,0,Spring 21
AE51019-SMART STRUCTURES,0,0,0,0,0,1,1,Autumn 21
AE51019-SMART STRUCTURES,2,1,1,2,0,1,0,Autumn 22
AE51019-SMART STRUCTURES,0,0,0,0,0,1,0,Spring 20
IM21003-OPERATIONS RESEARCH-I,1,0,0,2,1,4,0,Autumn 18
IM21003-OPERATIONS RESEARCH-I,72,44,43,23,7,3,0,Autumn 20
MA20105-LINEAR ALGEBRA,0,0,1,1,0,1,0,Autumn 18
MA20105-LINEAR ALGEBRA,0,0,0,0,0,1,0,Autumn 19
MA20105-LINEAR ALGEBRA,13,50,6,0,0,0,0,Autumn 20
IM21002-PRODUCTION DESIGN AND PROCESS PLANNING,0,0,0,0,2,1,0,Spring 18
IM21002-PRODUCTION DESIGN AND PROCESS PLANNING,8,3,32,19,4,0,0,Spring 20
IM21002-PRODUCTION DESIGN AND PROCESS PLANNING,25,29,13,6,5,1,1,Spring 22
IM21006-OPERATIONS RESEARCH-II,0,0,1,1,1,0,0,Spring 18
IM21006-OPERATIONS RESEARCH-II,13,31,14,7,1,0,0,Spring 20
IM21008-WORK SYSTEM DESIGN,0,0,1,2,0,0,0,Spring 18
IM21008-WORK SYSTEM DESIGN,7,61,6,0,0,0,0,Spring 20
IM21008-WORK SYSTEM DESIGN,0,0,0,0,1,0,0,Spring 21
IM29006-OPERATIONS RESEARCH LAB.,1,2,0,0,0,0,0,Spring 18
IM29006-OPERATIONS RESEARCH LAB.,30,20,15,1,0,0,0,Spring 20
IM29008-WORK SYSTEM DESIGN LAB.,2,1,0,0,0,0,0,Spring 18
IM29008-WORK SYSTEM DESIGN LAB.,46,20,0,0,0,0,0,Spring 20
IM21001-ENGINEERING ECONOMY, COSTING AND ACCOUNTING,0,3,0,0,0,0,0,Autumn 19
IM21001-ENGINEERING ECONOMY, COSTING AND ACCOUNTING,21,44,0,0,0,0,1,Autumn 21
IM31007-PRODUCTION PLANNING AND CONTROL,1,1,0,1,0,0,0,Autumn 19
IM31007-PRODUCTION PLANNING AND CONTROL,57,7,1,0,0,0,1,Autumn 21
IM31008-LOGISTICS AND SUPPLY CHAIN MANAGEMENT,0,1,1,1,0,0,0,Autumn 19
IM31008-LOGISTICS AND SUPPLY CHAIN MANAGEMENT,9,34,19,4,0,0,0,Autumn 21
IM31011-DESIGN FOR MANUFACTURABILITY,0,0,1,1,0,0,0,Autumn 19
IM31011-DESIGN FOR MANUFACTURABILITY,3,7,6,0,0,0,0,Autumn 21
IM31011-DESIGN FOR MANUFACTURABILITY,2,10,5,5,0,1,0,Spring 22
IM31002-QUALITY ENGINEERING,0,1,1,2,0,0,0,Spring 19
IM31002-QUALITY ENGINEERING,11,37,22,4,6,0,0,Spring 21
IM31002-QUALITY ENGINEERING,6,6,2,4,2,2,0,Spring 22
IM31010-MANAGEMENT OF INVENTORY SYSTEMS,0,0,3,0,0,0,0,Spring 19
IM31010-MANAGEMENT OF INVENTORY SYSTEMS,4,28,18,11,4,0,0,Spring 21
IM31012-OPTIMISATION AND HEURISTIC METHODS,0,1,0,1,1,0,0,Spring 19
IM31012-OPTIMISATION AND HEURISTIC METHODS,11,8,12,18,13,5,0,Spring 21
IM39003-OPTIMISATION AND HEURISTIC METHODS PROJECT,0,1,0,1,0,1,0,Spring 19
IM39003-OPTIMISATION AND HEURISTIC METHODS PROJECT,7,30,19,8,0,1,0,Spring 21
IM39006-SIMULATION LAB.,0,3,0,0,0,0,0,Spring 19
IM39006-SIMULATION LAB.,14,44,7,0,0,0,0,Spring 21
IM41001-PRODUCT DEVELOPMENT,0,2,0,1,1,0,0,Autumn 20
IM41001-PRODUCT DEVELOPMENT,16,34,17,8,3,2,0,Autumn 22
IM47003-PROJECT-I,0,0,0,1,0,0,0,Autumn 20
IM47003-PROJECT-I,5,16,16,7,0,0,0,Autumn 22
IM49001-PRODUCT DEVELOPMENT PROJECT,0,2,1,0,0,0,0,Autumn 20
IM49001-PRODUCT DEVELOPMENT PROJECT,6,28,22,9,0,0,0,Autumn 22
IM60061-,0,0,0,2,0,0,0,Autumn 20
IM47004-PROJECT-II,0,0,0,1,0,0,0,Spring 20
IM47004-PROJECT-II,6,7,6,4,0,0,1,Spring 22
IM60004-,0,0,0,1,2,0,0,Spring 20
IM60014-,0,0,1,0,0,0,0,Spring 20
IM60014-,0,0,0,1,0,0,0,Spring 21
IM60014-,3,10,4,5,11,5,0,Spring 22
IM60014-,0,0,0,0,1,0,0,Autumn 22
IM61020-,0,0,0,1,0,0,0,Spring 20
IM61020-,0,2,1,0,0,0,0,Spring 21
IM48001-INDUSTRIAL TRAINING,0,0,2,1,0,0,0,Autumn 21
IM57003-PROJECT - III,0,0,3,1,0,0,0,Autumn 21
IM58003-COMPREHENSIVEVIVA VOCE,0,0,1,2,0,0,0,Autumn 21
IM60051-,0,0,0,1,0,0,0,Autumn 21
IM60051-,0,0,0,0,0,1,0,Autumn 20
IM60051-,2,4,3,1,0,0,0,Autumn 22
IM60213-,0,2,2,0,2,0,0,Autumn 21
IM60213-,0,0,0,1,0,0,0,Spring 20
IM60213-,0,0,1,0,0,1,0,Spring 21
IM60213-,3,7,2,3,2,1,1,Autumn 22
IM61003-,1,1,0,0,0,0,0,Autumn 21
IM61003-,0,1,0,0,0,0,1,Spring 20
IM61003-,0,0,0,1,0,0,0,Spring 21
IM61003-,0,2,0,0,0,0,0,Autumn 19
IM61003-,0,1,4,1,0,2,0,Autumn 20
AE40004-ADVANCED STRUCTURAL DYNAMICS,0,0,0,0,0,1,0,Autumn 20
AE40004-ADVANCED STRUCTURAL DYNAMICS,0,2,1,2,0,0,0,Autumn 21
AE40007-INTRODUCTION TO HELICOPTER ENGINEERING,0,0,0,1,0,0,0,Autumn 20
AE40007-INTRODUCTION TO HELICOPTER ENGINEERING,1,0,1,0,0,0,0,Autumn 22
AE57003-PROJECT,0,1,1,0,0,0,0,Autumn 21
AE57003-PROJECT,8,15,3,1,0,0,0,Autumn 22
AE51016-FRACTURE MECHANICS,0,2,0,0,0,0,0,Spring 21
AE57004-PROJECT,0,0,2,0,0,0,0,Spring 21
AE57004-PROJECT,7,16,3,0,0,0,1,Spring 22
AE58002-COMPREHENSIVE VIVA VOCE,0,1,0,1,0,0,0,Spring 21
AE58002-COMPREHENSIVE VIVA VOCE,7,17,3,0,0,0,0,Spring 22
HS30070-INTRODUCTION TO ETHICS,0,0,0,0,0,1,0,Spring 18
AE40009-ROCKET PROPULSION,0,0,0,0,0,1,0,Autumn 20
AE40009-ROCKET PROPULSION,0,0,0,0,0,1,0,Autumn 21
AE40009-ROCKET PROPULSION,1,2,3,2,2,1,1,Autumn 22
AE51005-UNSTEADY AERODYNAMICS,0,0,0,0,0,1,0,Autumn 20
AE51005-UNSTEADY AERODYNAMICS,4,7,0,2,2,1,0,Autumn 22
AE51005-UNSTEADY AERODYNAMICS,2,2,3,0,0,0,0,Autumn 21
MT21105-METALLURGICAL THERMODYNAMICS AND KINETICS,0,0,0,0,0,2,0,Autumn 18
MT21105-METALLURGICAL THERMODYNAMICS AND KINETICS,23,35,8,0,2,3,0,Autumn 20
MT21107-INTRODUCTION TO ENGINEERING MATERIALS,0,0,0,0,0,2,0,Autumn 18
MT21107-INTRODUCTION TO ENGINEERING MATERIALS,3,19,31,10,7,1,0,Autumn 20
MT29005-METALLURGICAL THERMODYNAMICS AND KINETICS LAB.,0,0,1,1,0,0,0,Autumn 18
MT29005-METALLURGICAL THERMODYNAMICS AND KINETICS LAB.,12,38,18,2,1,0,0,Autumn 20
MT29007-INTRODUCTION TO ENGINEERING MATERIALS LAB.,0,0,0,2,0,0,0,Autumn 18
MT29007-INTRODUCTION TO ENGINEERING MATERIALS LAB.,9,51,10,1,0,0,0,Autumn 20
MT21008-DEFORMATION BEHAVIOUR OF MATERIALS,0,0,0,0,1,1,0,Spring 18
MT21008-DEFORMATION BEHAVIOUR OF MATERIALS,12,42,10,5,2,0,0,Spring 20
MT21008-DEFORMATION BEHAVIOUR OF MATERIALS,0,0,0,0,0,1,0,Spring 22
MT29006-MATERIALS PROCESSING LAB.,0,0,1,0,0,1,0,Spring 18
MT29006-MATERIALS PROCESSING LAB.,12,41,18,0,0,0,0,Spring 20
ET61005-,0,0,1,0,0,0,0,Autumn 19
ET61005-,1,6,0,0,0,0,0,Autumn 21
ET61005-,0,4,0,0,0,0,0,Autumn 22
ET61005-,0,2,1,0,0,0,0,Autumn 20
ET61005-,0,0,0,1,0,0,1,Spring 20
MT31012-MATERIAL CHARACTERIZATION,0,0,0,2,0,0,0,Spring 19
MT31012-MATERIAL CHARACTERIZATION,0,0,0,0,0,0,1,Autumn 20
MT31012-MATERIAL CHARACTERIZATION,5,41,21,3,0,0,0,Spring 21
MT31012-MATERIAL CHARACTERIZATION,5,11,22,13,14,15,0,Spring 22
MT31022-X-RAY DIFFRACTION & TRANSMISSION ELECTRON MICROSCOPY,0,0,0,0,0,2,0,Spring 19
MT31022-X-RAY DIFFRACTION & TRANSMISSION ELECTRON MICROSCOPY,2,30,17,21,1,0,0,Spring 21
MT31022-X-RAY DIFFRACTION & TRANSMISSION ELECTRON MICROSCOPY,3,6,10,10,20,29,0,Spring 22
MT32008-IRON MAKING & STEELMAKING,0,0,0,0,2,0,0,Spring 19
MT32008-IRON MAKING & STEELMAKING,9,24,28,7,3,0,0,Spring 21
MT32008-IRON MAKING & STEELMAKING,5,5,7,12,21,21,5,Spring 22
MT39004-MATERIALS CHARACTERISATION LAB.,1,0,1,0,0,0,0,Spring 19
MT39004-MATERIALS CHARACTERISATION LAB.,9,22,25,12,2,0,1,Spring 21
MT39004-MATERIALS CHARACTERISATION LAB.,13,27,32,3,1,0,0,Spring 22
MT39022-X-RAY DIFFRACTION & TRANSMISSION ELECTRON MICROSCOPY LABORATORY,0,0,0,1,0,1,0,Spring 19
MT39022-X-RAY DIFFRACTION & TRANSMISSION ELECTRON MICROSCOPY LABORATORY,5,27,30,8,1,0,0,Spring 21
MT39022-X-RAY DIFFRACTION & TRANSMISSION ELECTRON MICROSCOPY LABORATORY,8,15,20,21,11,1,0,Spring 22
MT41009-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES,0,0,0,1,0,1,0,Spring 19
MT41009-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES,1,22,26,20,2,0,0,Spring 21
MT49009-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES LABORATORY,0,0,0,0,2,0,0,Spring 19
MT49009-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES LABORATORY,3,33,21,9,5,0,0,Spring 21
ES60004-,1,6,4,0,1,1,0,Autumn 20
ES60004-,0,0,0,1,0,0,0,Autumn 21
ES60004-,3,7,9,2,3,2,0,Autumn 22
MT41011-PHYSICS OF MATERIALS,0,0,0,0,0,1,0,Autumn 20
MT41011-PHYSICS OF MATERIALS,8,5,4,4,4,3,2,Autumn 22
MT41011-PHYSICS OF MATERIALS,13,9,10,8,14,17,5,Spring 22
MT41112-SURFACE ENGINEERING,0,1,0,0,0,0,0,Autumn 20
MT41112-SURFACE ENGINEERING,10,11,9,1,0,1,0,Spring 22
MT41112-SURFACE ENGINEERING,0,0,0,0,0,0,1,Autumn 22
MT48003-SUMMER TRAINING,0,0,1,0,0,0,0,Autumn 20
MT48003-SUMMER TRAINING,6,18,6,0,0,0,0,Autumn 22
IM61207-,0,0,0,0,0,1,0,Spring 20
IM61207-,0,0,0,0,0,0,1,Autumn 20
IM61207-,0,0,1,1,0,0,0,Autumn 22
MT48002-COMPREHENSIVE VIVA-VOCE,0,0,1,0,0,0,0,Spring 20
MT48002-COMPREHENSIVE VIVA-VOCE,2,17,13,6,0,0,0,Spring 22
CE20105-SURVEYING,0,0,0,0,0,3,0,Autumn 18
CE20105-SURVEYING,2,52,22,6,2,2,0,Autumn 20
CE31002-FOUNDATION ENGINEERING,0,0,0,0,0,1,0,Spring 19
CE31002-FOUNDATION ENGINEERING,1,3,4,10,31,35,0,Spring 21
CE31306-ENVIRONMENTAL IMPACT ASSESSMENT AND AUDITING,0,0,0,1,0,0,0,Spring 19
CE31306-ENVIRONMENTAL IMPACT ASSESSMENT AND AUDITING,2,17,28,14,4,1,0,Spring 21
CE41003-STRUCTURAL DYNAMICS & EARTHQUAKE ENGG.,0,0,0,0,0,0,1,Autumn 20
CE41003-STRUCTURAL DYNAMICS & EARTHQUAKE ENGG.,8,10,12,13,9,5,2,Autumn 22
CE47007-PROJECT-I,0,0,0,0,0,0,1,Autumn 20
CE47007-PROJECT-I,8,15,22,5,0,2,0,Autumn 22
CE60221-,0,0,0,0,0,1,0,Autumn 20
CE60221-,0,0,1,0,0,0,0,Autumn 22
CE69021-,0,0,0,0,0,0,1,Autumn 20
CE69021-,4,19,38,18,4,3,0,Autumn 22
AG60209-,0,0,0,1,0,0,0,Autumn 20
AG60209-,0,2,5,1,1,1,0,Autumn 22
AE40037-PHYSICS OF FLUID FLOW EXPERIMENTS,3,1,0,1,0,0,0,Autumn 21
AE40037-PHYSICS OF FLUID FLOW EXPERIMENTS,8,8,4,2,0,0,0,Autumn 22
ME21103-MECHANICS OF SOLIDS,0,0,0,0,2,0,0,Autumn 18
ME21103-MECHANICS OF SOLIDS,7,13,32,7,1,0,0,Autumn 20
NA21003-MARINE CONSTRUCTION AND WELDING,0,0,0,1,0,0,0,Autumn 18
NA21003-MARINE CONSTRUCTION AND WELDING,8,24,15,5,0,0,0,Autumn 20
NA21101-HYDROSTATICS AND STABILITY,0,0,0,1,0,0,0,Autumn 18
NA21101-HYDROSTATICS AND STABILITY,27,18,6,1,0,0,0,Autumn 20
NA29002-LINES PLAN AND HYDROSTATICS LABORATORY,0,0,1,0,0,0,0,Spring 18
NA29002-LINES PLAN AND HYDROSTATICS LABORATORY,16,10,10,8,3,5,0,Spring 20
NA31003-MARINE PRODUCTION AND PLANNING,0,1,0,0,0,0,0,Autumn 19
NA31003-MARINE PRODUCTION AND PLANNING,35,12,2,2,1,0,0,Autumn 21
NA31005-RESISTANCE AND PROPULSION,0,0,0,0,0,1,0,Autumn 19
NA31005-RESISTANCE AND PROPULSION,4,29,11,3,5,0,0,Autumn 21
NA31007-VIBRATION OF FLOATING STRUCTURES,0,0,0,0,1,0,0,Autumn 19
NA31007-VIBRATION OF FLOATING STRUCTURES,2,12,21,10,5,2,0,Autumn 21
NA31007-VIBRATION OF FLOATING STRUCTURES,0,0,0,1,3,54,0,Spring 22
NA39009-STRUCTURAL DESIGN & COMPUTATION LAB,0,0,0,1,0,0,0,Autumn 19
NA39009-STRUCTURAL DESIGN & COMPUTATION LAB,6,31,11,4,0,0,0,Autumn 21
NA31002-MARINE DESIGN,0,0,0,0,0,1,0,Spring 19
NA31002-MARINE DESIGN,2,21,21,4,2,1,0,Spring 21
NA31002-MARINE DESIGN,4,9,9,12,12,11,0,Spring 22
NA31006-SEAKEEPING & MANEUVERING,0,0,0,1,0,0,0,Spring 19
NA31006-SEAKEEPING & MANEUVERING,1,7,30,7,5,1,0,Spring 21
NA39004-CAD-CAM LAB.,0,0,0,0,0,1,0,Spring 19
NA39004-CAD-CAM LAB.,2,28,19,2,0,0,0,Spring 21
NA39004-CAD-CAM LAB.,11,27,18,2,0,0,0,Spring 22
NA39006-MARINE DESIGN LABORATORY - I,0,0,0,0,0,1,0,Spring 19
NA39006-MARINE DESIGN LABORATORY - I,7,28,14,2,0,0,0,Spring 21
NA39006-MARINE DESIGN LABORATORY - I,12,25,18,3,0,0,0,Spring 22
NA60014-,0,0,0,0,0,1,0,Spring 19
NA60014-,1,2,2,0,0,0,0,Spring 21
NA60014-,0,2,5,4,5,3,0,Spring 22
NA60014-,0,0,0,0,1,0,0,Autumn 22
HS60020-,0,0,1,0,0,0,0,Autumn 20
HS60020-,1,2,0,0,0,0,0,Spring 21
NA48001-INDUSTRIAL TRAINING,0,1,0,0,0,0,0,Autumn 20
NA48001-INDUSTRIAL TRAINING,2,2,9,6,0,0,0,Autumn 22
NA49007-MARINE DESIGN LABORATORY - II,0,0,1,0,0,0,0,Autumn 20
NA49007-MARINE DESIGN LABORATORY - II,2,8,24,16,1,0,0,Autumn 22
NA60022-,0,0,0,0,1,0,0,Autumn 20
NA60022-,1,1,1,4,3,2,0,Spring 22
NA60045-,0,0,0,0,0,1,0,Autumn 20
NA60045-,2,1,2,0,1,1,0,Autumn 22
NA60045-,0,0,1,0,0,0,0,Autumn 21
NA60056-,0,0,0,0,1,0,0,Autumn 20
NA61001-,0,0,0,1,0,0,0,Spring 20
NA61001-,1,5,11,8,6,3,0,Autumn 22
NA61005-,0,0,0,0,0,1,0,Spring 20
NA61005-,0,0,1,3,1,0,1,Autumn 22
HS30075-MODERNISATION AND CREATIVE COMMUNICATION,0,1,1,0,0,0,0,Autumn 19
HS30075-MODERNISATION AND CREATIVE COMMUNICATION,0,0,0,1,0,0,0,Autumn 18
HS30075-MODERNISATION AND CREATIVE COMMUNICATION,12,5,2,1,0,0,0,Spring 20
HS30075-MODERNISATION AND CREATIVE COMMUNICATION,3,2,5,2,0,0,0,Autumn 20
ME40605-APPLIED ELASTICITY,0,0,0,0,0,1,0,Autumn 20
ME40701-APPLIED THERMO FLUIDS-II,0,0,1,0,0,1,0,Autumn 20
ME40701-APPLIED THERMO FLUIDS-II,4,9,13,14,18,13,1,Autumn 22
AR48012-CRITICAL APPRAISAL,0,0,1,2,0,0,0,Spring 20
AR52010-ARCHITECTURAL CONSERVATION,0,1,1,0,0,0,0,Spring 21
AR58004-COMPREHENSIVE VIVA-VOCE,0,0,1,0,1,1,0,Spring 21
AR58102-SEMINAR,0,0,1,1,0,0,1,Spring 21
PH20007-CLASSICAL MECHANICS-I,0,0,0,3,0,0,1,Autumn 18
PH20007-CLASSICAL MECHANICS-I,11,14,5,2,2,2,0,Autumn 20
PH21001-ELECTRODYNAMICS-I,0,0,0,0,1,2,1,Autumn 18
PH21001-ELECTRODYNAMICS-I,0,8,18,6,1,2,0,Autumn 20
PH29001-GENERAL PROPERTIES & THERMAL PHYSICS LAB,0,1,2,0,1,0,0,Autumn 18
PH29001-GENERAL PROPERTIES & THERMAL PHYSICS LAB,8,22,3,1,0,0,0,Autumn 20
AE51017-ADVANCED GAS DYNAMICS,0,0,1,1,0,0,0,Autumn 21
AE40034-ADVANCED COMPUTATIONAL FLUID DYNAMICS,0,1,1,2,0,0,0,Spring 21
AE40034-ADVANCED COMPUTATIONAL FLUID DYNAMICS,2,1,1,1,0,1,0,Spring 22
AE40034-ADVANCED COMPUTATIONAL FLUID DYNAMICS,0,1,0,0,0,0,0,Spring 20
AE51018-INDUSTRIAL AERODYNAMICS,2,3,2,1,0,0,0,Spring 21
AE61004-,0,1,7,1,1,0,0,Spring 21
EP60004-,3,8,8,9,6,1,0,Spring 21
EP60004-,0,1,0,1,0,0,0,Spring 19
EP60004-,0,1,2,0,0,0,0,Spring 20
EP60004-,0,0,0,1,0,0,0,Autumn 19
PH21004-THERMAL PHYSICS,0,0,0,2,0,2,0,Spring 18
PH21004-THERMAL PHYSICS,8,19,4,3,1,0,0,Spring 20
PH29008-ELECTROMAGNETISM & OPTICS LAB - I,0,1,2,1,0,0,0,Spring 18
PH29008-ELECTROMAGNETISM & OPTICS LAB - I,7,26,1,1,0,0,0,Spring 20
PH31003-ELECTRODYNAMICS-II,0,0,0,1,0,2,1,Autumn 19
PH31003-ELECTRODYNAMICS-II,0,14,14,5,3,0,0,Autumn 21
PH31007-CLASSICAL MECHANICS-II,0,0,0,1,1,1,1,Autumn 19
PH31007-CLASSICAL MECHANICS-II,15,19,0,1,0,0,0,Autumn 21
