course,EX,A,B,C,D,P,F,session
AG29001,0,0,0,0,0,0,0,Autumn20
AG29003,0,0,0,0,0,0,0,Autumn20
AG29004,19,28,6,0,1,0,0,Spring21
EC21101,145,235,214,94,59,6,0,Spring21
EC29001,180,399,139,24,2,1,7,Spring21
EP67001,13,0,0,0,0,0,0,Autumn20
EP67002,13,0,0,0,0,0,0,Spring21
AR12003,3,2,7,11,10,7,0,Autumn19
AR13201,3,24,10,3,0,0,0,Autumn19
AR13203,1,5,15,15,4,0,0,Autumn19
AR13205,3,7,11,8,3,8,0,Autumn19
AR12002,7,7,9,13,2,2,0,Spring20
AR13202,4,18,13,4,1,0,0,Spring20
AR13204,4,22,14,0,0,0,0,Spring20
AR22001,3,10,24,3,0,0,0,Autumn20
AR22003,0,40,0,0,0,0,0,Autumn20
AR22005,7,15,18,0,0,0,0,Autumn20
AR22007,0,40,0,0,0,0,0,Autumn20
AR23201,2,27,9,2,0,0,0,Autumn20
AR23203,12,20,4,3,0,1,0,Autumn20
AR23205,8,30,2,0,0,0,0,Autumn20
AR22004,0,3,7,15,9,6,0,Spring21
AR23202,3,13,16,7,1,0,0,Spring21
AR23204,3,11,19,2,5,0,0,Spring21
AR23206,4,21,15,0,0,0,0,Spring21
AR32008,2,18,10,1,1,0,0,Spring21
CE21004,9,30,40,27,16,4,0,Spring21
CE29002,25,62,33,3,1,2,0,Spring21
CE29006,11,28,43,8,2,0,0,Spring21
AR22008,2,2,2,2,0,0,0,Spring21
BT21105,1,27,13,5,1,0,0,Autumn20
BT29001,12,20,11,0,0,0,0,Autumn20
BT29003,12,25,6,0,0,0,0,Autumn20
BT21002,4,10,12,16,5,1,0,Spring21
BT29002,13,13,13,9,0,0,0,Spring21
CE20006,16,47,18,4,1,0,0,Autumn20
CE20101,8,64,13,0,1,0,0,Autumn20
CE20105,2,52,22,6,1,2,1,Autumn20
CE21005,1,13,51,72,20,4,0,Autumn20
CE29003,12,54,17,2,0,0,0,Autumn20
CE21003,9,31,37,9,0,0,0,Spring21
DY17003,0,1,0,0,0,0,0,Autumn19
EA10007,0,1,0,0,0,0,0,Autumn19
EE11003,0,0,1,0,0,0,0,Autumn19
EN19003,0,0,1,0,0,0,0,Autumn19
EV10003,0,1,0,0,0,0,0,Autumn19
MA11003,0,0,0,1,0,0,0,Autumn19
ME11003,0,0,1,0,0,0,0,Autumn19
PH11003,0,0,0,1,0,0,0,Autumn19
PH19003,1,0,0,0,0,0,0,Autumn19
BS10003,1,0,0,0,0,0,0,Spring20
CE13003,0,0,1,0,0,0,0,Spring20
CS10003,0,0,0,0,1,0,0,Spring20
CS19003,0,1,0,0,0,0,0,Spring20
CY11003,0,0,1,0,0,0,0,Spring20
CY19003,0,0,1,0,0,0,0,Spring20
EA10008,0,1,0,0,0,0,0,Spring20
HS13003,0,0,1,0,0,0,0,Spring20
MA11004,0,0,0,0,1,0,0,Spring20
CH20001,7,37,47,13,0,0,0,Autumn20
CH21008,12,37,26,27,2,0,0,Spring21
CH29006,27,48,29,0,0,0,0,Spring21
CH29008,40,50,14,0,0,0,0,Spring21
HS20003,1,25,27,0,0,0,0,Autumn20
CS21001,13,35,46,26,6,5,2,Autumn20
CS21003,7,19,35,29,24,10,4,Autumn20
CS29003,11,24,29,23,29,9,3,Autumn20
EC21103,108,144,101,33,17,3,3,Autumn20
EC29003,153,178,46,21,4,2,5,Autumn20
EE21101,38,125,59,29,9,4,6,Autumn20
EE29001,31,73,98,39,20,6,3,Autumn20
CS20006,55,37,19,5,4,5,2,Spring21
CS21004,17,39,41,19,7,2,1,Spring21
CS29006,40,37,23,14,9,2,2,Spring21
MA41002,0,0,0,0,1,0,0,Spring21
CY20101,3,7,11,2,1,0,0,Autumn20
CY20103,7,8,6,3,0,0,0,Autumn20
CY20105,5,14,2,0,3,0,0,Autumn20
CY29001,8,7,5,2,2,0,0,Autumn20
CY20102,6,8,3,4,2,1,0,Spring21
CY20106,3,8,7,4,1,1,0,Spring21
CY21006,6,7,4,6,1,0,0,Spring21
CY29002,6,14,3,1,0,0,0,Spring21
CY29004,8,16,0,0,0,0,0,Spring21
EC21107,9,87,42,5,0,2,0,Autumn20
EC29005,0,0,0,0,0,0,0,Autumn20
EC21004,15,53,44,19,5,1,0,Spring21
EC21008,51,92,70,34,19,12,2,Spring21
EC29004,35,76,22,2,1,1,1,Spring21
EC29008,88,99,44,18,23,6,2,Spring21
MA60003,1,0,1,0,0,0,0,Autumn20
EE21002,8,51,23,14,5,1,1,Spring21
EE29002,0,0,0,0,0,0,0,Spring21
EX20001,16,27,8,4,1,0,1,Autumn20
GG20005,1,2,6,16,18,13,1,Autumn20
GG21105,0,19,28,6,2,0,1,Autumn20
GG29005,0,0,0,0,0,0,0,Autumn20
EX28002,0,0,0,0,0,0,0,Spring21
GG20003,1,10,11,2,0,0,0,Spring21
GG20004,0,4,11,8,1,0,0,Spring21
GG20107,10,14,24,6,2,1,0,Spring21
GG29002,4,18,24,8,2,1,0,Spring21
GG29007,7,33,9,3,4,1,0,Spring21
IM21003,65,39,40,23,6,2,1,Autumn20
IM22001,12,34,20,0,0,0,0,Autumn20
IM21002,8,3,32,19,4,0,0,Spring21
IM21006,13,31,14,7,1,0,0,Spring21
IM21008,7,55,4,0,0,0,0,Spring21
IM29006,30,20,15,1,0,0,0,Spring21
IM29008,46,20,0,0,0,0,0,Spring21
GG21103,24,5,3,0,1,0,0,Autumn20
GG29003,2,25,4,2,0,0,0,Autumn20
GG20002,9,18,1,4,1,0,0,Spring21
GG28002,0,0,0,0,0,0,0,Spring21
HS20007,9,15,25,3,0,0,0,Autumn20
HS20006,20,24,4,4,0,0,0,Spring21
HS20008,5,15,23,8,1,0,0,Spring21
ME20001,5,10,24,104,59,9,2,Autumn20
ME21008,9,41,94,56,13,0,0,Spring21
ME29002,44,102,59,8,0,0,0,Spring21
ME21004,11,15,18,12,2,0,0,Spring21
MT21105,22,35,7,0,1,3,0,Autumn20
MT21107,3,18,31,9,6,0,0,Autumn20
MT29005,12,36,17,1,0,0,1,Autumn20
MT29007,9,49,9,0,0,0,0,Autumn20
MT20006,4,15,38,9,1,1,0,Spring21
MT21010,6,18,17,14,7,5,1,Spring21
MT29006,11,40,17,0,0,0,0,Spring21
GG20007,4,30,27,10,4,0,0,Autumn20
GG29009,24,28,18,2,2,1,0,Autumn20
MI20101,8,43,19,4,0,1,0,Autumn20
MI21007,10,25,25,12,3,0,0,Autumn20
MI29007,0,0,0,0,0,0,0,Autumn20
MI21002,8,19,23,16,9,0,0,Spring21
MI29002,0,0,0,0,0,0,0,Spring21
ME21103,4,11,31,5,1,0,0,Autumn20
NA21003,8,24,15,5,0,0,0,Autumn20
NA21101,27,18,6,1,0,0,0,Autumn20
NA21001,13,19,15,3,1,1,0,Spring21
NA21004,9,2,7,20,4,8,2,Spring21
NA29002,16,10,10,8,3,5,0,Spring21
PH29001,8,22,3,0,0,0,0,Autumn20
PH20101,9,18,6,0,1,1,0,Spring21
PH21004,8,19,4,3,1,0,0,Spring21
PH29008,7,26,1,0,0,0,0,Spring21
HS57004,1,8,15,5,4,0,1,Spring19
CS21002,14,32,20,18,16,10,1,Spring16
CS21002,20,28,23,21,12,7,2,Spring17
CS21002,18,34,20,23,12,12,5,Spring19
CS21002,14,24,22,28,8,11,2,Spring18
CS21002,20,28,23,21,12,7,2,Autumn17
AE51005,4,5,5,5,4,1,0,Spring16
AE51005,5,4,3,4,3,2,0,Spring17
AE51005,1,1,1,1,1,2,0,Autumn18
AE51005,3,1,0,8,2,0,1,Spring18
AE51005,5,4,3,4,3,2,0,Autumn17
EC21006,13,20,27,16,14,15,8,Spring16
EC21006,4,17,25,22,14,17,13,Spring17
EC21006,23,16,27,32,6,5,6,Spring19
EC21006,24,26,27,13,14,5,4,Spring18
EC21006,4,17,25,22,14,17,13,Autumn17
RD30005,1,3,7,4,2,0,0,Spring19
RD30005,0,2,0,0,0,1,0,Autumn18
EC60301,0,0,0,0,1,1,0,Spring16
EC60301,0,0,0,0,0,2,0,Spring17
EC60301,1,0,0,0,0,0,0,Spring18
EC60301,0,0,0,0,0,2,0,Autumn17
MA41031,3,2,2,1,2,1,1,Spring16
MA41031,6,13,17,6,6,2,4,Spring17
MA41031,10,24,5,3,1,2,0,Autumn18
MA41031,8,19,14,13,8,3,2,Spring18
MA41031,6,13,17,6,6,2,1,Autumn17
ET67003,0,3,0,0,0,0,0,Autumn18
EX48018,10,12,1,0,0,0,0,Spring19
BT20103,2,6,13,11,5,3,2,Spring16
BT20103,3,9,14,11,9,4,1,Spring17
BT20103,6,7,12,7,7,4,1,Autumn18
BT20103,3,7,12,11,5,9,0,Spring18
BT20103,3,9,14,11,10,4,0,Autumn17
CH47025,7,26,16,16,6,1,1,Autumn18
ME21008,9,11,19,23,36,69,13,Spring16
ME21008,11,24,25,31,31,55,1,Spring17
ME21008,9,10,20,18,45,70,3,Spring19
ME21008,16,32,37,47,37,11,4,Spring18
ME21008,11,25,24,31,31,55,1,Autumn17
ME40103,2,3,2,4,2,2,0,Spring16
MA60001,0,1,0,0,0,0,0,Spring17
MA60001,0,0,1,0,1,1,0,Autumn18
MA60001,3,3,0,0,0,0,0,Spring18
MA60001,0,1,0,0,0,0,0,Autumn17
MT32008,4,5,10,21,12,1,0,Spring16
MT32008,3,10,19,13,9,0,0,Spring17
MT32008,3,7,11,11,10,5,2,Spring19
MT32008,4,7,5,12,11,3,4,Spring18
MT32008,3,10,19,13,9,0,0,Autumn17
NA60038,3,7,14,7,3,0,0,Spring16
NA60038,6,9,13,6,2,3,0,Spring17
NA60038,2,8,9,5,1,2,0,Spring19
NA60038,6,9,9,3,0,1,0,Spring18
NA60038,6,9,13,6,2,3,0,Autumn17
HS31076,3,1,4,1,0,1,1,Spring19
AR52003,4,6,6,5,6,7,0,Spring16
AR52003,1,7,12,14,9,1,0,Spring17
AR52003,3,13,12,6,2,2,0,Autumn18
AR52003,5,9,6,9,6,3,0,Spring18
AR52003,1,7,12,14,9,1,0,Autumn17
EE58003,0,9,11,10,3,0,0,Autumn18
GG21105,4,6,15,10,13,11,8,Autumn18
ES61007,0,0,0,0,1,0,0,Spring19
ES61007,0,0,0,3,3,0,0,Autumn18
ES61007,0,0,0,0,0,1,0,Spring18
MS60005,0,2,1,1,0,0,0,Spring18
ME30005,10,27,38,46,45,6,6,Spring16
ME30005,11,20,28,31,32,29,21,Spring17
ME30005,13,26,45,35,38,18,17,Autumn18
ME30005,12,21,22,49,25,30,7,Spring18
ME30005,11,20,28,32,35,44,2,Autumn17
EC60289,4,5,3,2,1,2,1,Spring16
EC60289,7,3,3,1,2,2,0,Spring17
EC60289,2,3,0,0,0,2,1,Autumn18
EC60289,2,1,1,2,2,4,0,Spring18
EC60289,7,3,3,1,2,2,1,Autumn17
ME40107,5,7,10,7,4,3,4,Spring16
ME40107,1,1,8,10,5,9,7,Spring17
ME40107,0,0,0,0,0,1,1,Spring19
ME40107,0,3,5,14,6,8,1,Autumn18
ME40107,2,14,11,10,4,0,0,Spring18
ME40107,1,1,9,12,9,9,0,Autumn17
NA60066,0,0,0,0,1,0,0,Spring19
EC60294,0,1,1,0,0,0,0,Spring19
PH49001,4,13,11,1,0,0,1,Spring16
PH49001,4,12,7,0,0,0,0,Spring17
PH49001,8,14,6,3,1,0,1,Autumn18
PH49001,4,16,6,0,0,0,1,Spring18
PH49001,4,12,7,0,0,0,0,Autumn17
MT47001,1,1,1,2,0,0,1,Autumn18
CE60122,0,0,0,1,0,0,1,Spring16
CE60122,0,0,0,0,0,2,0,Spring19
CE60122,2,0,5,7,4,0,0,Spring18
MT60002,1,0,5,6,7,4,0,Spring16
MT60002,1,4,4,6,4,8,0,Spring17
MT60002,1,5,12,9,0,1,1,Spring19
MT60002,2,4,4,10,6,2,1,Spring18
MT60002,1,4,4,6,4,8,0,Autumn17
AR57102,0,12,7,9,1,0,4,Spring16
AR57102,0,8,22,10,2,0,4,Spring17
AR57102,0,6,21,6,3,2,3,Spring19
AR57102,0,0,0,0,0,0,0,Autumn18
AR57102,1,10,12,6,2,5,2,Spring18
AR57102,0,8,22,10,2,4,0,Autumn17
ET60025,3,9,25,15,13,18,4,Autumn18
CE31404,0,0,3,0,0,0,0,Spring16
CE31404,0,0,0,2,2,0,0,Spring17
CE31404,0,1,3,6,5,13,0,Spring19
CE31404,1,1,0,0,0,0,0,Spring18
CE31404,0,0,0,2,2,0,0,Autumn17
GG50010,0,4,4,3,4,3,4,Spring19
EA10002,120,375,357,216,161,85,61,Spring19
EA10002,2,7,6,6,8,8,19,Autumn18
CE60013,1,4,1,2,0,1,0,Spring16
CE60013,0,4,2,2,1,0,0,Spring17
CE60013,1,1,2,0,1,0,0,Autumn18
CE60013,0,4,7,1,0,0,0,Spring18
CE60013,0,4,2,2,1,0,0,Autumn17
IE47007,4,4,6,2,1,0,1,Autumn18
ME60353,1,4,2,0,0,0,0,Spring16
CS60089,2,1,1,2,0,0,0,Spring16
CS60089,0,3,2,3,0,0,0,Spring17
CS60089,0,3,2,3,0,0,0,Autumn17
CS61066,0,1,0,0,0,0,0,Autumn18
NA40022,1,5,7,4,1,1,2,Spring16
NA40022,5,9,5,12,4,1,0,Spring17
NA40022,2,4,3,2,1,1,0,Autumn18
NA40022,0,3,4,4,10,5,0,Spring18
NA40022,5,9,5,12,4,1,0,Autumn17
EC21005,24,19,18,20,14,7,7,Spring16
EC21005,26,24,24,11,12,7,8,Spring17
EC21005,0,0,0,0,1,0,0,Spring19
EC21005,30,22,30,21,9,4,1,Autumn18
EC21005,24,12,31,28,10,3,4,Spring18
EC21005,26,24,25,12,14,9,3,Autumn17
IM57003,4,21,13,2,1,0,3,Autumn18
AE31010,4,10,6,11,6,8,0,Spring16
AE31010,5,5,11,9,7,6,2,Spring17
AE31010,4,11,12,11,3,3,1,Spring19
AE31010,5,9,16,10,8,4,1,Spring18
AE31010,5,5,11,9,7,6,2,Autumn17
AG57003,0,13,7,2,2,0,0,Autumn18
ME60006,1,7,4,4,1,1,0,Spring19
ME60011,0,0,1,0,0,0,0,Spring17
ME60011,1,1,0,0,0,0,0,Spring18
ME60011,0,0,1,0,0,0,0,Autumn17
BM60041,0,0,0,1,0,0,0,Autumn18
AG60091,0,0,0,0,1,0,0,Spring17
AG60091,0,1,1,0,2,0,0,Spring18
AG60091,0,0,0,0,1,0,0,Autumn17
MT60004,1,0,0,0,0,0,0,Spring18
IM60062,2,13,16,13,3,10,1,Spring16
IM60062,13,31,12,4,1,2,0,Spring17
IM60062,0,0,0,1,1,3,0,Spring19
IM60062,8,23,21,15,0,12,0,Spring18
IM60062,13,31,12,4,1,2,0,Autumn17
MA20013,12,12,19,6,11,5,1,Spring16
MA20013,4,5,12,9,17,9,5,Spring17
MA20013,6,10,16,18,11,11,4,Spring19
MA20013,2,3,8,21,21,12,4,Spring18
MA20013,4,5,12,9,17,9,5,Autumn17
AG31028,4,3,4,2,0,0,0,Spring16
AG31028,3,1,4,1,2,3,0,Spring17
AG31028,3,1,4,1,2,3,0,Autumn17
AE61021,0,0,1,0,0,0,0,Spring19
EE69004,2,0,0,1,0,0,0,Spring16
EE69004,0,2,0,0,0,0,0,Spring17
EE69004,1,0,1,0,0,0,0,Spring19
EE69004,1,2,1,0,0,0,0,Spring18
EE69004,0,2,0,0,0,0,0,Autumn17
CE31218,6,14,10,6,3,0,0,Spring16
CE31218,0,15,10,10,5,0,0,Spring17
CE31218,2,5,6,12,16,1,0,Spring19
CE31218,2,9,12,7,2,0,0,Spring18
CE31218,0,15,10,10,5,0,0,Autumn17
AE51007,4,7,3,4,8,4,0,Spring16
AE51007,5,3,10,2,8,1,0,Spring17
AE51007,5,5,5,4,1,2,0,Spring19
AE51007,2,2,2,3,4,1,0,Spring18
AE51007,5,3,10,2,8,1,0,Autumn17
HS30004,21,21,20,19,10,0,0,Spring16
AR32008,4,5,2,2,2,6,0,Spring16
AR32008,9,10,6,6,3,2,0,Spring19
MI60032,0,0,1,1,1,1,0,Spring16
MI60032,3,3,3,2,1,0,0,Spring17
MI60032,3,3,3,2,1,0,0,Autumn17
AG60164,1,11,7,4,6,7,4,Spring16
AG60164,0,0,5,4,4,3,3,Spring17
AG60164,0,0,0,0,1,3,0,Spring19
AG60164,0,1,5,0,4,1,2,Spring18
AG60164,0,0,5,4,4,5,0,Autumn17
CY60121,11,4,2,5,0,0,0,Spring16
CY60121,12,21,9,11,1,1,0,Spring18
CY60121,0,0,0,0,0,1,0,Autumn17
AR51013,2,0,2,1,0,0,0,Spring18
IP61023,0,0,0,0,0,1,0,Spring19
IP61023,0,0,0,0,0,2,0,Autumn18
CY60019,1,2,3,0,1,0,0,Spring16
CY60019,10,2,7,7,6,4,1,Spring17
CY60019,4,3,1,1,4,0,0,Spring18
CY60019,10,2,7,7,6,5,0,Autumn17
CS40003,25,36,27,27,14,4,4,Autumn18
NA60052,0,0,0,1,0,0,1,Spring16
NA60052,1,1,2,0,1,1,0,Spring17
NA60052,1,1,2,0,1,0,0,Spring18
NA60052,1,1,2,0,1,1,0,Autumn17
CY57005,1,2,3,2,0,2,1,Autumn18
PH58033,5,9,9,2,0,0,0,Autumn18
CS60087,3,0,0,0,0,0,0,Spring17
CS60087,1,1,1,0,1,0,0,Spring18
CS60087,3,0,0,0,0,0,0,Autumn17
AE40006,4,3,3,1,2,0,0,Spring16
AE40006,0,1,1,2,1,0,0,Spring17
AE40006,1,1,0,1,3,4,0,Spring19
AE40006,1,2,1,3,5,4,0,Spring18
AE40006,0,1,1,2,1,0,0,Autumn17
ME30602,44,38,35,22,15,4,1,Spring16
ME30602,24,43,29,30,18,21,3,Spring17
ME30602,23,25,36,31,21,36,7,Spring19
ME30602,33,23,43,35,22,32,0,Spring18
ME30602,24,43,29,30,18,21,3,Autumn17
PH40023,3,11,12,8,0,3,2,Spring16
PH40023,8,18,8,9,2,1,0,Spring17
PH40023,1,9,11,13,2,5,0,Spring18
PH40023,8,18,8,9,2,1,0,Autumn17
NA47003,0,0,0,0,0,0,1,Spring19
CS39002,14,21,41,19,5,0,1,Spring16
CS39002,27,33,19,15,6,3,2,Spring17
CS39002,26,31,28,7,8,0,2,Spring19
CS39002,36,29,17,7,13,3,2,Spring18
CS39002,27,33,19,15,6,3,2,Autumn17
ME41001,7,32,28,22,17,11,7,Spring16
ME41001,8,8,13,26,19,37,10,Spring17
ME41001,10,13,31,27,19,12,15,Spring19
ME41001,15,21,39,28,20,8,7,Spring18
ME41001,8,8,13,26,19,37,10,Autumn17
EE60061,4,11,10,10,6,2,1,Spring16
EE60061,1,0,3,6,8,7,0,Spring17
EE60061,2,2,2,3,3,1,0,Autumn18
EE60061,1,6,6,2,2,2,1,Spring18
EE60061,1,0,3,7,8,6,0,Autumn17
HS20005,1,5,11,7,8,8,0,Spring16
HS20005,3,10,13,11,8,6,2,Spring17
HS20005,2,14,9,17,11,6,2,Autumn18
HS20005,5,6,5,12,13,7,1,Spring18
HS20005,3,10,13,11,8,7,0,Autumn17
AE49012,31,15,0,0,0,0,0,Spring16
AE49012,37,0,0,0,0,0,0,Spring17
AE49012,30,21,0,0,0,0,0,Spring19
AE49012,29,8,0,0,0,0,1,Spring18
AE49012,37,0,0,0,0,0,0,Autumn17
EC29003,52,139,89,33,12,13,1,Spring16
EC29003,48,119,99,47,21,4,4,Spring17
EC29003,0,0,1,0,0,0,0,Spring19
EC29003,59,169,94,15,8,1,2,Autumn18
EC29003,31,107,117,45,22,15,0,Spring18
EC29003,48,119,99,47,23,4,2,Autumn17
CS40032,29,19,20,12,6,7,1,Spring17
CS40032,45,35,11,10,3,6,1,Spring19
CS40032,40,28,16,15,4,10,3,Spring18
CS40032,29,19,20,12,6,7,0,Autumn17
CE60125,1,4,6,3,2,1,0,Spring16
CE60125,0,0,5,3,2,1,0,Spring17
CE60125,0,2,6,1,1,0,0,Autumn18
CE60125,2,3,5,1,1,0,0,Spring18
CE60125,0,0,5,3,2,1,0,Autumn17
AG40018,1,1,1,2,2,0,0,Spring19
AG40018,0,1,3,4,2,1,0,Spring18
CE20103,3,12,17,16,12,9,9,Spring16
CE20103,3,7,18,12,15,14,5,Spring17
CE20103,6,11,16,19,16,11,0,Autumn18
CE20103,8,13,14,16,12,13,3,Spring18
CE20103,3,7,19,13,16,16,1,Autumn17
EC61415,7,7,1,0,0,0,0,Autumn18
IM60006,0,0,2,3,0,3,0,Autumn18
IM60006,3,0,5,1,6,3,0,Spring19
CY61030,1,1,2,0,2,0,0,Spring18
CH47024,17,20,12,9,3,0,4,Spring19
CH47024,0,0,1,1,0,0,0,Autumn18
PE60002,1,4,0,0,0,0,0,Spring19
AG40009,6,18,2,5,6,4,1,Spring16
AG40009,5,16,15,3,0,0,0,Spring17
AG40009,0,0,0,2,0,0,0,Spring19
AG40009,10,19,13,9,1,0,0,Autumn18
AG40009,4,19,4,4,1,0,1,Spring18
AG40009,5,16,15,3,0,0,0,Autumn17
IP60034,0,0,0,2,0,0,0,Spring19
IM61026,2,1,4,1,1,0,0,Spring16
IM61026,0,0,0,1,1,0,0,Spring17
IM61026,1,4,7,6,0,1,0,Spring19
IM61026,3,2,2,3,3,0,0,Spring18
IM61026,0,0,0,1,1,0,0,Autumn17
PH60310,3,4,9,6,4,5,0,Spring16
PH60310,2,0,1,8,2,1,0,Spring18
PH60310,0,0,0,0,0,0,1,Autumn17
MI45008,4,3,3,3,2,1,0,Spring16
MI45008,5,3,4,2,2,0,0,Spring17
MI45008,7,7,1,4,4,0,0,Spring19
MI45008,6,4,4,2,1,0,0,Spring18
MI45008,5,3,4,2,2,0,0,Autumn17
CL61015,0,0,1,0,0,0,0,Spring19
CL61015,0,1,5,0,0,0,0,Autumn18
CL61015,0,0,0,0,0,1,0,Spring18
MA38002,5,9,14,10,8,9,0,Spring19
PH57001,9,7,6,2,0,0,2,Autumn18
HS20018,6,26,29,21,12,1,0,Autumn18
HS20018,12,22,39,21,7,8,0,Spring19
HS20018,17,31,30,19,12,6,0,Spring18
HS30071,0,0,1,0,0,0,0,Spring19
HS30071,4,16,26,23,5,0,1,Autumn18
HS30071,5,18,32,16,2,0,0,Spring18
CE60144,0,0,1,0,2,0,0,Spring16
CE60144,0,0,1,1,0,0,0,Spring19
CE60144,0,1,1,0,0,0,0,Spring18
ME41616,1,3,4,3,2,1,0,Spring16
ME41616,0,6,0,0,1,3,0,Spring17
ME41616,0,0,0,0,1,0,0,Spring19
ME41616,2,4,2,1,2,0,1,Spring18
ME41616,0,6,0,0,1,3,0,Autumn17
CE39009,19,29,15,4,0,0,1,Spring16
CE39009,13,30,30,2,0,0,0,Spring17
CE39009,15,38,16,6,3,0,0,Autumn18
CE39009,5,40,34,2,0,0,2,Spring18
CE39009,13,30,30,2,0,0,0,Autumn17
AE61017,0,1,1,0,0,0,0,Spring17
AE61017,0,1,1,0,0,0,0,Autumn17
MI20101,0,5,12,16,18,11,5,Spring16
MI20101,4,4,2,18,17,15,3,Spring17
MI20101,8,13,20,19,5,14,3,Autumn18
MI20101,1,2,10,8,20,15,3,Spring18
MI20101,4,4,2,18,17,15,3,Autumn17
AG60125,0,0,0,1,0,0,0,Autumn18
CH62009,3,10,24,12,8,6,1,Spring16
CH62009,9,20,9,9,7,2,0,Spring17
CH62009,2,7,5,7,7,0,1,Autumn18
CH62009,3,8,14,10,1,2,0,Spring18
CH62009,9,20,9,9,7,2,0,Autumn17
IM31005,1,7,16,11,7,7,2,Spring16
IM31005,3,5,14,8,11,14,8,Spring17
IM31005,0,0,0,0,0,1,0,Spring19
IM31005,3,8,17,24,9,10,5,Autumn18
IM31005,5,3,13,12,13,6,2,Spring18
IM31005,3,5,14,9,14,16,1,Autumn17
CS31003,35,25,13,6,9,9,4,Spring16
CS31003,44,29,19,9,4,0,2,Spring17
CS31003,0,0,0,0,0,0,1,Spring19
CS31003,13,20,13,28,15,11,4,Autumn18
CS31003,12,15,13,23,20,24,3,Spring18
CS31003,44,29,19,9,4,0,2,Autumn17
MT61141,1,2,9,5,3,2,0,Spring16
MT61141,0,3,7,9,3,4,0,Spring17
MT61141,0,4,6,9,2,0,0,Autumn18
MT61141,2,5,11,6,2,0,0,Spring18
MT61141,0,3,7,9,3,4,0,Autumn17
NA39006,5,11,12,3,0,0,0,Spring19
EE60102,0,3,5,3,1,10,0,Spring16
EE60102,0,5,7,5,7,9,0,Spring17
EE60102,1,7,13,5,1,2,0,Spring19
EE60102,2,2,3,9,9,5,0,Spring18
EE60102,0,5,7,5,7,9,0,Autumn17
ME60234,2,3,8,3,2,2,0,Spring16
ME60234,2,4,7,4,3,2,3,Spring17
ME60234,2,1,1,4,5,2,0,Spring19
ME60234,2,3,1,1,7,2,1,Spring18
ME60234,2,4,7,4,4,1,1,Autumn17
AR48014,0,0,0,0,0,0,1,Spring19
AR48014,2,9,9,11,1,3,6,Autumn17
MA30014,5,21,35,22,17,6,0,Spring16
MA30014,6,15,28,28,25,13,0,Spring17
MA30014,19,40,36,25,4,5,0,Spring19
MA30014,11,14,22,26,16,16,1,Spring18
MA30014,6,15,28,28,25,13,0,Autumn17
HS30037,2,2,6,10,10,4,1,Autumn18
HS30037,3,6,6,10,6,2,0,Spring18
CL60017,0,2,1,0,0,0,0,Autumn18
CL60017,0,0,0,0,1,1,0,Spring18
CY61010,5,2,9,1,5,0,0,Spring17
CY61010,5,2,9,1,5,0,0,Autumn17
HS30074,0,0,1,1,1,0,0,Spring19
HS30074,12,17,21,21,13,6,1,Autumn18
HS30074,22,43,32,39,16,8,1,Spring18
CS31007,11,19,16,17,7,11,5,Spring16
CS31007,11,26,26,19,9,13,2,Spring17
CS31007,0,0,0,0,0,0,1,Spring19
CS31007,1,12,51,26,11,5,5,Autumn18
CS31007,5,20,24,31,4,18,5,Spring18
CS31007,11,26,26,19,9,15,1,Autumn17
EX51001,6,2,3,7,8,3,0,Autumn18
MI58002,1,13,22,0,0,0,0,Spring19
MI58002,0,1,1,0,0,0,0,Autumn18
EE31011,1,2,18,21,16,22,6,Spring16
EE31011,4,14,18,32,11,8,4,Spring17
EE31011,1,6,25,20,23,15,0,Autumn18
EE31011,7,15,29,17,21,1,0,Spring18
EE31011,4,14,18,32,14,9,0,Autumn17
AE51026,6,4,4,3,0,2,0,Spring16
AE51026,4,4,3,1,3,1,0,Spring17
AE51026,0,0,2,0,0,0,0,Spring19
AE51026,1,1,0,0,0,2,0,Spring18
AE51026,4,4,3,1,3,1,0,Autumn17
MI48002,0,4,23,24,2,0,0,Spring19
MI21007,2,7,10,15,13,14,6,Spring16
MI21007,4,3,4,14,10,21,9,Spring17
MI21007,3,14,13,18,9,8,9,Autumn18
MI21007,0,0,8,9,16,27,6,Spring18
MI21007,4,3,4,14,10,29,1,Autumn17
AE31008,3,5,6,10,5,11,2,Spring16
AE31008,3,5,11,10,9,9,2,Spring17
AE31008,3,4,7,4,10,17,3,Spring19
AE31008,3,6,7,11,12,11,1,Spring18
AE31008,3,5,11,10,9,9,2,Autumn17
AG60302,0,0,2,0,0,1,0,Spring19
CS60021,7,6,1,3,1,1,0,Autumn18
AE40034,2,2,3,3,2,0,0,Spring16
AE40034,3,4,6,1,0,0,0,Spring17
AE40034,4,1,0,0,3,1,0,Spring19
AE40034,3,4,6,1,0,0,0,Autumn17
AR22008,4,7,4,2,0,0,0,Spring16
AR22008,0,5,5,1,1,2,1,Spring17
AR22008,0,0,0,0,0,1,0,Spring19
AR22008,0,5,5,1,1,2,1,Autumn17
AG60063,0,1,0,0,0,0,0,Spring16
AG60063,0,2,4,2,1,0,0,Autumn18
AG60063,1,3,6,1,0,0,0,Spring18
EC31008,26,30,17,21,10,13,9,Spring16
EC31008,21,18,28,17,11,4,0,Spring17
EC31008,10,19,31,18,21,11,1,Spring19
EC31008,7,24,21,30,19,20,2,Spring18
