course,EX,A,B,C,D,P,F,session
MI31008,14,14,14,12,6,6,0,Spring17
MI31008,5,1,9,8,10,24,2,Spring19
MI31008,2,4,12,20,17,10,1,Spring18
MI31008,14,14,14,12,6,6,0,Autumn17
EE57502,6,9,3,1,1,0,9,Spring19
EE57502,0,0,0,0,0,0,0,Autumn18
RE60013,0,1,0,0,0,0,0,Autumn18
RE60013,0,0,0,0,1,0,0,Spring18
CE58003,1,6,6,0,0,0,0,Autumn18
ME60404,0,9,7,10,4,1,0,Spring16
ME60404,2,1,9,11,9,10,0,Spring17
ME60404,8,16,12,9,5,2,0,Spring19
ME60404,4,4,7,14,9,5,0,Spring18
ME60404,2,1,9,11,9,10,0,Autumn17
AE40019,2,5,13,5,4,4,0,Spring16
AE40019,4,1,2,1,5,4,0,Spring17
AE40019,1,4,5,0,2,4,1,Autumn18
AE40019,2,4,5,2,2,2,1,Spring18
AE40019,4,1,2,1,5,4,0,Autumn17
TE60004,3,2,0,2,0,1,0,Spring19
PH60201,1,1,1,1,1,0,0,Spring16
CS60036,1,3,4,1,0,0,0,Spring17
CS60036,0,0,0,1,0,0,0,Spring18
CS60036,1,3,4,1,0,0,0,Autumn17
PH60030,0,0,0,3,2,3,0,Spring19
AR52014,0,5,4,11,1,9,0,Autumn18
CY49006,5,40,17,2,0,0,0,Spring16
CY49006,10,34,12,3,1,0,1,Spring17
CY49006,4,18,6,1,0,0,0,Spring19
CY49006,18,22,10,1,0,0,0,Spring18
CY49006,10,34,13,2,1,0,1,Autumn17
IM60056,4,10,13,11,6,2,0,Spring16
IM60056,0,2,2,2,0,0,0,Spring17
IM60056,1,0,2,3,0,0,0,Spring19
IM60056,2,7,11,3,9,5,0,Spring18
IM60056,0,2,2,2,0,0,0,Autumn17
ME22004,23,25,29,19,6,11,15,Spring16
ME22004,9,19,27,22,14,18,12,Spring17
ME22004,15,17,23,22,7,20,20,Spring19
ME22004,29,24,24,25,14,14,10,Spring18
ME22004,9,19,27,22,14,19,11,Autumn17
CS61060,6,6,6,4,5,1,0,Spring16
CS61060,6,3,6,2,2,1,0,Spring19
IM21006,5,7,8,10,8,10,1,Spring16
IM21006,7,10,12,12,4,4,0,Spring17
IM21006,2,5,12,13,20,4,0,Spring19
IM21006,5,14,11,13,6,6,0,Spring18
IM21006,7,10,12,12,4,4,0,Autumn17
BT60002,0,1,2,8,4,9,0,Spring16
BT60002,0,3,2,9,11,11,1,Spring17
BT60002,0,4,4,11,6,5,0,Spring19
BT60002,3,5,5,5,9,6,0,Spring18
BT60002,0,3,2,9,11,12,0,Autumn17
CS41001,11,17,30,24,13,2,5,Spring16
CS41001,17,26,33,12,9,4,3,Spring17
CS41001,9,23,35,17,10,9,3,Autumn18
CS41001,6,21,35,24,10,9,3,Spring18
CS41001,17,26,33,12,11,5,0,Autumn17
EX51003,4,9,11,8,10,5,0,Autumn18
MA51121,3,10,10,11,14,8,1,Spring16
MA51121,9,12,13,22,16,15,0,Spring17
MA51121,0,0,0,0,0,2,0,Spring19
MA51121,0,5,7,11,18,24,0,Autumn18
MA51121,4,6,5,15,19,31,0,Spring18
MA51121,9,12,13,22,16,15,0,Autumn17
MA60067,0,1,1,2,3,1,0,Autumn18
MA60067,1,1,2,2,2,3,0,Spring19
AG20103,8,9,13,6,7,5,0,Spring16
AG20103,19,9,10,12,5,1,2,Spring17
AG20103,3,7,20,12,7,9,2,Autumn18
AG20103,9,21,17,7,5,2,0,Spring18
AG20103,19,9,10,12,6,1,1,Autumn17
AR48016,0,0,0,0,0,0,1,Spring19
AR48016,2,16,14,4,1,0,4,Autumn17
CY39001,2,4,9,2,0,0,0,Spring16
CY39001,3,2,4,4,0,0,0,Spring17
CY39001,4,6,6,4,0,0,0,Autumn18
CY39001,9,14,3,1,1,1,0,Spring18
CY39001,4,2,4,4,0,0,0,Autumn17
ME60350,1,0,1,0,2,0,0,Spring17
ME60350,0,0,0,0,0,0,0,Spring18
ME60350,1,0,1,0,2,0,0,Autumn17
GG21109,7,22,12,16,7,2,3,Autumn18
AE39001,2,25,10,6,1,1,0,Spring16
AE39001,7,17,10,6,5,2,2,Spring17
AE39001,7,17,13,7,2,0,2,Autumn18
AE39001,14,18,10,2,2,4,0,Spring18
AE39001,7,17,10,6,5,2,2,Autumn17
CS59001,34,5,2,2,2,0,1,Autumn18
TS62001,2,3,1,4,0,0,0,Autumn18
CH62045,2,3,5,14,7,0,0,Spring16
CH62045,2,2,2,1,2,1,0,Spring17
CH62045,1,5,4,1,0,0,0,Autumn18
CH62045,6,4,3,3,1,0,0,Spring18
CH62045,2,2,2,1,2,1,0,Autumn17
GG28002,1,18,12,0,0,0,0,Spring19
ES60002,0,1,0,0,1,0,0,Spring19
ME49007,0,1,4,0,0,0,0,Autumn18
ME60352,2,7,2,1,0,0,0,Spring16
ME60352,0,1,1,1,0,1,0,Spring17
ME60352,1,4,4,3,2,0,0,Spring19
ME60352,0,0,1,0,0,0,0,Spring18
ME60352,0,1,1,1,0,1,0,Autumn17
IT60108,0,0,0,2,2,2,0,Spring16
IT60108,1,0,0,0,0,0,0,Spring18
NA31007,0,1,7,4,7,19,7,Spring16
NA31007,4,1,9,5,5,17,3,Spring17
NA31007,3,6,15,9,11,2,3,Autumn18
NA31007,1,0,4,3,4,16,2,Spring18
NA31007,4,1,9,5,5,18,2,Autumn17
ME60323,4,1,1,3,4,4,0,Spring16
ME60323,1,0,1,3,0,3,0,Spring17
ME60323,1,0,1,3,0,3,0,Autumn17
AG60151,0,0,0,1,0,0,0,Spring16
AG60151,0,0,2,1,0,0,0,Spring17
AG60151,0,0,0,1,0,0,0,Autumn18
AG60151,0,0,0,1,1,0,0,Spring18
AG60151,0,0,2,1,0,0,0,Autumn17
EV20001,41,145,166,120,57,33,14,Spring19
EV20001,51,149,179,163,101,63,32,Autumn18
EX59005,9,8,7,4,1,0,0,Autumn18
CE69003,0,0,2,0,0,0,0,Autumn18
EE60048,1,0,0,0,0,0,0,Spring16
EE60048,0,2,1,0,0,2,1,Spring17
EE60048,1,0,0,0,0,0,0,Spring18
EE60048,0,2,1,0,0,3,0,Autumn17
MA61028,1,8,4,1,0,0,0,Spring16
MA61028,4,1,4,11,1,0,0,Spring17
MA61028,3,2,2,6,0,2,0,Autumn18
MA61028,0,0,0,0,0,3,0,Spring19
MA61028,3,2,2,6,0,2,0,Spring18
MA61028,4,1,4,11,1,0,0,Autumn17
IE30006,7,19,13,15,11,9,8,Spring16
IE30006,3,10,12,7,17,28,9,Spring17
IE30006,4,11,7,15,13,10,1,Spring19
IE30006,4,10,11,11,5,3,4,Spring18
IE30006,3,10,12,7,17,28,2,Autumn17
IE47006,5,1,3,0,0,0,2,Spring19
IE47006,0,0,0,0,0,0,1,Autumn18
EE19001,49,228,262,100,34,16,9,Spring19
EE19001,34,193,256,109,41,20,11,Autumn18
MA51109,4,2,4,12,10,16,4,Spring16
MA51109,1,4,7,12,6,13,0,Spring17
MA51109,5,13,16,18,6,6,0,Autumn18
MA51109,1,2,3,11,9,20,2,Spring18
MA51109,1,4,7,12,6,13,0,Autumn17
MI50003,1,4,14,6,7,3,0,Spring16
MI50003,1,1,6,6,6,2,0,Spring17
MI50003,7,19,7,3,0,0,0,Autumn18
MI50003,2,15,9,7,3,0,0,Spring18
MI50003,1,1,6,6,6,2,0,Autumn17
BT48026,2,2,4,5,1,1,1,Spring19
GG39001,1,7,9,3,3,0,0,Spring19
EC60128,1,1,0,1,1,2,0,Spring17
EC60128,2,6,2,4,1,2,0,Spring19
EC60128,1,4,6,4,0,1,0,Spring18
EC60128,1,1,0,1,1,2,0,Autumn17
ME60134,0,1,1,0,0,0,0,Spring16
ME60134,2,1,1,0,0,0,0,Spring17
ME60134,1,0,0,0,0,0,0,Spring19
ME60134,1,1,1,2,2,0,0,Spring18
ME60134,2,1,1,0,0,0,0,Autumn17
MI40042,1,1,1,1,1,0,1,Spring16
MI40042,4,5,6,0,0,3,0,Spring17
MI40042,2,3,3,4,3,2,1,Spring18
MI40042,4,5,6,0,0,3,0,Autumn17
EE60062,5,11,15,2,10,10,0,Spring16
EE60062,1,6,7,4,9,6,2,Spring17
EE60062,1,7,6,4,3,1,0,Autumn18
EE60062,0,0,1,1,3,0,1,Spring18
EE60062,1,6,7,4,9,7,0,Autumn17
CH31007,2,11,25,16,7,15,1,Spring16
CH31007,1,0,5,6,14,34,21,Spring17
CH31007,0,2,11,13,31,30,14,Autumn18
CH31007,0,2,9,20,21,27,10,Spring18
CH31007,1,0,6,9,19,42,4,Autumn17
TS67001,2,0,0,0,0,0,0,Spring19
TS67001,0,1,0,0,0,0,1,Autumn18
HS20007,5,7,12,11,5,2,1,Spring16
HS20007,6,12,12,10,7,2,1,Spring17
HS20007,0,0,0,0,0,0,1,Spring19
HS20007,6,10,7,12,9,6,3,Autumn18
HS20007,6,12,17,9,2,2,1,Spring18
HS20007,6,12,12,10,7,3,0,Autumn17
MT48001,13,12,1,0,0,0,0,Autumn18
PH60203,1,1,4,2,2,0,0,Spring19
NA59007,0,2,10,10,5,0,0,Autumn18
BT58002,5,6,16,2,0,0,0,Spring19
CY60020,2,1,0,0,0,0,0,Spring17
CY60020,2,1,0,0,0,0,0,Autumn17
MA61011,0,0,1,1,0,0,0,Spring16
MA61011,0,0,1,1,0,0,0,Spring17
MA61011,0,0,1,1,0,0,0,Autumn17
CR60013,0,0,0,1,2,0,0,Spring16
CR60013,0,1,2,0,2,0,0,Spring17
CR60013,0,1,2,0,2,0,0,Autumn17
PH52005,1,6,10,11,8,2,2,Spring16
PH52005,5,4,9,11,4,1,0,Spring17
PH52005,2,10,15,15,5,5,0,Spring18
PH52005,5,4,9,11,4,1,0,Autumn17
MT31007,16,15,14,2,5,0,0,Spring16
MT31007,15,18,14,5,3,3,0,Spring17
MT31007,10,15,12,6,6,3,1,Autumn18
MT31007,14,18,4,2,5,1,1,Spring18
MT31007,15,18,14,5,3,3,0,Autumn17
BT31006,0,0,1,6,10,12,5,Spring16
BT31006,2,5,17,5,3,3,2,Spring17
BT31006,0,6,8,8,9,10,1,Spring19
BT31006,4,8,7,10,14,3,1,Spring18
BT31006,2,5,17,5,3,3,2,Autumn17
HS50017,2,17,14,7,3,2,0,Spring16
HS50017,0,5,7,17,10,4,2,Spring17
HS50017,3,11,5,8,2,3,2,Spring19
HS50017,1,12,12,9,2,1,1,Spring18
HS50017,0,5,7,17,10,4,2,Autumn17
AE66002,1,0,0,0,0,0,0,Spring19
IM60061,4,7,6,7,3,5,0,Spring16
IM60061,3,6,9,8,5,1,0,Spring17
IM60061,0,2,5,8,3,0,2,Autumn18
IM60061,3,10,11,17,3,5,0,Spring18
IM60061,3,6,9,8,5,1,0,Autumn17
CE60148,0,0,0,1,4,0,0,Spring16
CE60148,0,0,0,1,1,0,0,Spring17
CE60148,0,1,2,1,0,3,0,Spring19
CE60148,1,2,1,4,0,0,0,Spring18
CE60148,0,0,0,1,1,0,0,Autumn17
CH61026,0,1,1,0,1,1,1,Autumn18
CH61026,2,1,1,8,5,10,2,Spring18
EE49001,4,12,31,19,11,3,0,Spring16
EE49001,3,15,25,27,9,5,2,Spring17
EE49001,5,19,34,26,7,1,1,Autumn18
EE49001,3,10,28,16,17,2,3,Spring18
EE49001,3,15,25,27,9,6,1,Autumn17
IT60106,1,1,1,0,0,0,0,Spring16
MA61046,2,2,0,0,0,0,0,Spring17
MA61046,10,14,14,8,3,0,0,Autumn18
MA61046,4,3,9,11,8,9,1,Spring19
MA61046,10,14,14,8,3,0,0,Spring18
MA61046,2,2,0,0,0,0,0,Autumn17
BT31011,4,8,8,7,5,2,0,Spring16
BT31011,3,7,8,9,6,4,1,Spring17
BT31011,0,0,0,0,1,0,0,Spring19
BT31011,1,10,13,7,7,7,3,Autumn18
BT31011,2,5,11,11,9,6,5,Spring18
BT31011,3,7,8,9,6,4,1,Autumn17
EE40002,4,11,11,12,28,10,2,Spring16
EE40002,8,22,13,22,7,5,4,Spring17
EE40002,8,18,14,26,10,15,1,Spring19
EE40002,12,13,10,14,12,14,4,Spring18
EE40002,8,22,13,22,8,7,1,Autumn17
CS60059,4,4,8,8,6,1,0,Spring16
CS60059,3,3,9,7,5,1,0,Spring17
CS60059,3,5,5,1,1,1,0,Autumn18
CS60059,3,3,9,7,5,1,0,Autumn17
AG60203,0,0,1,1,0,0,0,Spring16
AG60203,0,1,0,1,3,0,0,Spring17
AG60203,0,0,2,1,2,0,0,Autumn18
AG60203,0,1,3,1,1,0,0,Spring18
AG60203,0,1,0,1,3,0,0,Autumn17
MS41006,0,0,0,0,1,0,0,Spring19
PH29008,9,15,2,1,0,0,0,Spring16
PH29008,15,14,2,0,0,0,0,Spring17
PH29008,22,11,2,1,0,0,1,Spring19
PH29008,6,22,6,0,0,0,1,Spring18
PH29008,15,14,2,0,0,0,0,Autumn17
HS50025,8,9,12,2,3,0,0,Spring16
HS50025,4,11,10,14,5,0,0,Spring17
HS50025,1,3,5,8,7,10,0,Autumn18
HS50025,5,11,6,13,4,0,0,Spring18
HS50025,4,11,10,14,5,0,0,Autumn17
EC21004,5,24,33,25,8,6,8,Spring16
EC21004,7,14,39,20,16,11,4,Spring17
EC21004,3,19,32,26,10,18,7,Spring19
EC21004,25,27,14,16,22,6,1,Spring18
EC21004,7,14,40,20,16,10,4,Autumn17
EX30008,0,0,2,4,12,11,0,Spring19
ME60306,0,2,1,7,2,7,0,Spring16
ME60306,0,1,0,2,2,2,1,Spring17
ME60306,0,1,0,2,0,1,0,Spring18
ME60306,0,1,0,2,2,2,1,Autumn17
MA31009,2,8,25,21,4,0,0,Spring16
MA31009,3,8,19,28,7,1,0,Spring17
MA31009,1,11,29,24,3,0,0,Autumn18
MA31009,5,8,13,17,12,0,0,Spring18
MA31009,3,8,19,28,7,1,0,Autumn17
MF30003,9,9,12,3,12,5,1,Spring16
MF30003,21,28,12,6,7,2,1,Spring19
CH61014,4,4,7,9,7,1,1,Spring16
CH61014,0,3,3,11,8,4,0,Spring17
CH61014,2,4,7,12,11,2,0,Autumn18
CH61014,4,3,7,9,6,7,3,Spring19
CH61014,2,4,7,12,11,2,0,Spring18
CH61014,0,3,3,11,8,4,0,Autumn17
CH48014,5,5,13,15,6,4,0,Spring19
HS40093,2,2,1,4,3,2,1,Autumn18
ME58004,8,16,13,11,14,3,1,Spring19
AR32003,6,11,3,8,2,5,1,Spring16
AR32003,7,7,10,4,5,4,3,Spring17
AR32003,6,10,9,4,5,0,0,Autumn18
AR32003,5,10,6,6,3,2,0,Spring18
AR32003,7,7,10,4,6,5,1,Autumn17
EE57501,3,6,4,0,0,0,16,Autumn18
MT41009,12,19,16,5,1,2,1,Spring16
MT41009,3,12,14,5,13,5,1,Spring17
MT41009,1,1,8,15,15,10,0,Spring19
MT41009,6,10,13,6,7,2,0,Spring18
MT41009,3,12,14,5,13,5,0,Autumn17
MA57012,20,31,5,1,0,0,0,Spring19
MA57012,0,0,1,1,0,0,0,Autumn18
EC57003,24,17,3,3,0,0,5,Autumn18
PH41012,4,8,11,13,11,11,6,Spring16
PH41012,5,26,29,11,0,0,0,Spring17
PH41012,2,8,11,6,6,0,0,Spring19
PH41012,11,24,29,3,4,1,2,Spring18
PH41012,5,26,29,11,0,0,0,Autumn17
ES60008,1,1,0,1,0,0,0,Spring16
ES60008,1,1,0,0,0,1,0,Spring19
AG60082,0,0,0,1,1,1,0,Spring16
AG60082,0,0,1,0,0,0,0,Spring17
AG60082,0,0,1,0,0,0,0,Spring19
AG60082,0,0,2,2,3,0,0,Spring18
AG60082,0,0,1,0,0,0,0,Autumn17
EX49004,5,4,12,0,0,0,0,Spring19
AE61001,0,0,1,0,0,0,0,Spring16
AE61001,1,1,0,2,1,0,0,Autumn18
AE61001,0,0,0,0,0,1,0,Spring18
MA41022,0,1,0,7,9,13,0,Spring16
MA41022,1,1,2,5,6,15,2,Spring17
MA41022,0,2,4,4,11,7,3,Spring18
MA41022,1,1,2,5,6,16,1,Autumn17
MA60020,4,1,5,8,1,2,0,Spring16
CE41625,3,2,7,2,4,1,0,Spring16
CE41625,0,1,5,4,1,0,0,Spring17
CE41625,1,0,0,1,0,0,0,Spring19
CE41625,0,1,5,4,1,0,0,Autumn17
CE31410,2,4,18,13,6,1,0,Autumn18
MI60007,0,0,0,3,0,0,0,Spring16
MI60007,0,8,8,6,2,2,0,Spring17
MI60007,0,1,0,4,0,0,0,Autumn18
MI60007,0,1,2,0,0,1,0,Spring18
MI60007,0,8,8,6,2,2,0,Autumn17
HS41004,4,16,22,11,4,4,1,Spring19
BT31009,3,6,6,9,6,5,2,Spring16
BT31009,2,7,10,9,5,6,3,Spring17
BT31009,0,0,0,0,0,0,0,Spring19
BT31009,4,9,11,11,6,6,0,Autumn18
BT31009,3,6,10,7,9,6,5,Spring18
BT31009,2,7,10,9,5,8,1,Autumn17
AR12003,2,6,8,8,7,4,0,Autumn18
CY19001,276,341,64,7,5,3,2,Spring19
CY19001,154,384,105,8,5,3,1,Autumn18
BM40006,4,5,8,12,6,7,1,Spring19
PH59008,8,51,7,0,0,0,1,Spring16
PH59008,25,34,3,0,0,0,0,Spring17
PH59008,7,16,4,3,4,0,1,Spring19
PH59008,23,46,2,0,0,0,1,Spring18
PH59008,25,34,3,0,0,0,0,Autumn17
MI21002,2,7,9,13,8,22,7,Spring16
MI21002,6,13,23,13,7,4,0,Spring17
MI21002,0,5,10,17,20,16,1,Spring19
MI21002,2,12,20,20,10,2,0,Spring18
MI21002,6,13,23,13,7,4,0,Autumn17
NA60034,0,0,0,1,1,0,0,Spring16
NA60034,4,11,10,1,5,1,0,Spring17
NA60034,0,0,0,0,0,1,0,Spring19
NA60034,0,6,9,9,4,2,0,Autumn18
NA60034,2,12,6,4,0,0,0,Spring18
NA60034,4,11,10,2,5,0,0,Autumn17
ME60408,8,3,2,0,2,0,0,Spring16
ME60408,6,17,9,9,1,5,0,Spring17
ME60408,3,4,5,6,0,1,2,Spring18
ME60408,6,17,9,9,1,5,0,Autumn17
PH60050,0,0,0,0,1,1,0,Spring19
MM61216,2,2,0,0,0,1,0,Spring19
CE69006,1,2,2,0,0,0,0,Spring16
CE69006,0,7,2,0,0,0,0,Spring17
CE69006,2,4,7,0,0,0,0,Spring19
CE69006,0,1,0,0,0,0,0,Autumn18
CE69006,1,1,3,3,0,0,0,Spring18
CE69006,0,7,2,0,0,0,0,Autumn17
EC29008,42,91,57,29,8,1,1,Spring16
EC29008,68,79,63,21,8,1,0,Spring17
EC29008,71,113,38,10,5,3,4,Spring19
EC29008,75,98,35,19,4,3,2,Spring18
EC29008,70,79,63,21,8,1,0,Autumn17
MT30001,39,50,32,19,18,8,1,Spring16
MT30001,31,53,39,14,17,12,3,Spring17
MT30001,0,0,0,0,0,1,0,Spring19
MT30001,19,36,39,44,25,29,3,Autumn18
MT30001,30,47,53,25,14,9,4,Spring18
MT30001,31,53,39,15,19,13,0,Autumn17
CH62016,3,0,3,4,9,9,1,Spring16
CH62016,1,2,3,0,3,9,3,Spring17
CH62016,0,1,0,1,3,0,0,Autumn18
CH62016,2,0,1,2,1,1,0,Spring19
CH62016,0,1,0,1,3,0,0,Spring18
CH62016,1,2,3,0,3,12,0,Autumn17
GG20002,0,1,3,3,13,5,2,Spring19
CR61026,0,1,0,0,0,0,0,Spring19
EP60044,0,0,0,1,1,1,0,Spring19
EP60044,9,21,10,4,6,1,3,Autumn18
CE31510,1,4,8,6,6,5,0,Spring16
CE31510,2,6,14,8,6,1,0,Spring17
CE31510,1,3,3,7,2,0,0,Spring19
CE31510,1,2,4,1,2,0,0,Spring18
CE31510,2,6,14,8,6,1,0,Autumn17
AE40004,0,1,0,0,0,0,0,Spring18
BM40012,3,6,12,5,3,3,0,Spring19
MI60035,4,9,16,14,2,0,0,Spring16
MI60035,10,7,7,15,8,5,0,Spring17
MI60035,11,11,17,6,2,1,0,Autumn18
MI60035,5,13,12,3,5,2,0,Spring19
MI60035,11,11,17,6,2,1,0,Spring18
MI60035,10,7,7,15,8,4,0,Autumn17
AE51010,0,0,0,0,0,0,0,Autumn18
CS61062,5,8,11,8,8,1,0,Spring16
CS61062,2,8,11,6,2,0,0,Spring19
MI60036,2,0,0,0,0,2,1,Spring16
MI60036,0,0,2,0,1,0,0,Spring17
MI60036,0,0,0,0,0,1,0,Autumn18
MI60036,0,0,1,0,0,1,0,Spring19
MI60036,0,0,0,0,0,1,0,Spring18
MI60036,0,0,2,0,1,0,0,Autumn17
IM67003,0,3,0,1,0,0,0,Spring19
EC39006,56,35,14,4,3,0,0,Spring19
CE41022,0,2,2,1,1,4,1,Spring16
EE60005,5,5,3,7,2,2,0,Spring16
EE60005,1,2,5,2,3,2,0,Spring17
EE60005,0,0,0,0,1,0,1,Spring19
EE60005,0,2,3,1,3,2,3,Autumn18
EE60005,0,1,1,0,0,0,0,Spring18
EE60005,1,2,5,2,3,2,0,Autumn17
HS30048,1,5,8,5,3,9,1,Autumn18
HS30048,10,9,6,9,6,9,4,Spring19
PH57002,4,11,9,0,0,0,0,Spring19
PH57002,0,0,0,0,0,0,1,Autumn18
MA69004,0,3,7,4,0,0,0,Spring16
MA69004,5,7,7,1,0,0,0,Spring17
MA69004,5,5,1,0,0,0,0,Spring19
MA69004,5,3,2,1,0,0,0,Spring18
MA69004,5,7,7,1,0,0,0,Autumn17
HS38002,12,17,8,6,6,0,1,Spring19
IM60004,0,2,1,1,0,0,0,Spring16
IM60004,0,6,4,4,2,2,0,Spring17
IM60004,2,2,1,2,1,0,0,Spring19
IM60004,0,1,1,4,0,0,0,Spring18
IM60004,0,6,4,4,2,2,0,Autumn17
IM31002,8,17,8,7,4,3,5,Spring16
IM31002,1,4,15,19,7,13,2,Spring17
IM31002,9,15,14,15,8,6,4,Spring19
IM31002,6,11,15,7,10,10,0,Spring18
IM31002,1,4,15,19,7,13,2,Autumn17
CE47006,7,15,21,3,1,0,3,Spring19
CE47006,0,1,0,0,0,0,1,Autumn18
MI49001,5,1,6,1,1,0,0,Spring19
NA31003,10,10,8,10,5,3,2,Spring16
NA31003,4,13,8,8,4,3,1,Spring17
NA31003,5,4,14,7,5,3,2,Autumn18
NA31003,3,12,12,3,6,0,0,Spring18
NA31003,4,14,8,8,4,3,0,Autumn17
ME29701,22,130,45,9,2,0,1,Spring16
ME29701,7,140,78,4,0,0,0,Spring17
ME29701,26,167,36,1,0,0,0,Autumn18
ME29701,25,168,33,2,1,0,0,Spring18
ME29701,7,140,78,4,0,0,0,Autumn17
IP61019,0,1,0,0,0,0,0,Autumn18
EE60031,0,0,1,1,0,2,0,Spring16
EE60031,0,0,0,1,0,0,0,Spring17
EE60031,0,0,0,1,1,1,0,Autumn18
EE60031,0,0,0,1,0,0,0,Autumn17
ME61006,1,2,2,0,0,0,0,Spring17
ME61006,4,1,4,1,4,1,0,Spring19
ME61006,1,2,2,0,0,0,0,Autumn17
IM58004,6,14,17,8,0,0,1,Spring19
MA51005,2,6,13,4,0,3,1,Spring16
MA51005,4,5,4,8,4,3,0,Spring17
MA51005,3,1,0,1,0,1,1,Autumn18
MA51005,3,3,5,5,7,15,0,Spring18
MA51005,4,5,4,8,4,3,0,Autumn17
MA51014,0,0,4,7,14,22,1,Spring16
MA51014,0,0,4,12,9,26,0,Spring17
MA51014,0,0,4,2,7,47,0,Spring19
MA51014,2,2,1,8,4,35,0,Spring18
MA51014,0,0,4,12,9,26,0,Autumn17
MA58001,2,8,20,20,10,0,0,Spring19
EC60045,0,0,0,1,0,0,0,Spring16
EC60045,0,0,0,0,0,1,0,Spring17
EC60045,1,0,0,0,0,0,0,Spring18
EC60045,0,0,0,0,0,1,0,Autumn17
CS19001,240,291,324,210,122,73,15,Spring16
AE40031,6,14,15,13,1,2,0,Spring16
AE40031,2,5,9,5,7,1,0,Spring17
AE40031,10,6,14,11,3,4,0,Autumn18
AE40031,1,5,4,4,3,5,0,Spring18
AE40031,2,5,9,5,8,1,0,Autumn17
MI39013,4,23,23,11,1,0,0,Autumn18
MI60052,2,4,6,5,3,0,0,Autumn18
MI60052,3,4,4,7,5,2,2,Spring19
MT60148,1,4,8,7,3,1,1,Spring16
MT60148,0,2,6,1,0,1,0,Spring17
MT60148,0,2,5,9,4,1,0,Spring19
MT60148,1,6,4,4,3,2,0,Spring18
MT60148,0,2,6,1,0,1,0,Autumn17
EE57202,0,0,1,0,0,0,2,Spring19
NA48002,1,6,7,13,6,1,0,Spring19
GG31007,2,11,3,3,3,2,0,Autumn18
BT60006,4,4,4,7,2,0,0,Spring19
EC60006,9,1,1,0,0,0,0,Spring19
CE60124,0,1,1,0,0,0,0,Spring19
MA41025,4,13,27,11,4,2,1,Autumn18
MA41025,1,4,4,4,2,2,0,Spring18
CE41629,1,0,3,3,4,2,1,Spring16
CE41629,0,0,1,5,4,1,1,Spring17
CE41629,0,4,0,3,3,6,0,Autumn18
CE41629,0,0,2,4,3,1,0,Spring18
CE41629,0,0,1,5,4,2,0,Autumn17
CE31003,4,4,16,14,24,4,5,Spring16
CE31003,4,7,15,20,9,17,3,Spring17
CE31003,6,21,21,13,9,14,1,Autumn18
CE31003,7,16,14,18,11,6,3,Spring18
CE31003,4,7,15,22,9,19,2,Autumn17
MS31007,14,16,10,4,3,1,0,Spring16
MS31007,14,15,8,8,7,3,0,Spring17
MS31007,2,5,2,2,0,0,0,Autumn18
MS31007,7,11,13,11,3,2,0,Spring19
MS31007,7,16,15,9,3,1,0,Spring18
MS31007,14,15,8,8,7,3,0,Autumn17
IM61007,4,4,8,6,7,1,0,Spring16
IM61007,1,2,5,4,6,0,0,Spring17
IM61007,3,7,10,5,3,0,1,Autumn18
IM61007,1,2,4,4,5,4,0,Spring18
IM61007,1,2,5,4,6,0,0,Autumn17
PH29001,3,19,2,1,1,1,0,Spring16
PH29001,12,17,1,0,0,0,0,Spring17
PH29001,4,18,8,2,0,0,1,Autumn18
PH29001,6,23,4,0,0,0,1,Spring18
PH29001,12,17,1,0,0,0,0,Autumn17
EE60066,0,0,1,1,0,0,0,Spring16
ET60012,26,38,28,20,16,10,1,Spring19
MS60023,2,1,0,0,0,0,0,Spring18
TE61003,4,6,3,4,5,4,0,Spring16
TE61003,1,4,2,4,2,0,0,Autumn18
IM41001,2,8,17,21,3,1,0,Spring16
IM41001,5,22,17,6,2,1,0,Spring17
IM41001,3,8,21,12,9,6,0,Autumn18
IM41001,2,17,21,18,2,1,0,Spring18
IM41001,5,22,17,6,2,1,0,Autumn17
ME29002,44,55,43,17,11,1,3,Spring16
ME29002,47,68,32,17,11,2,1,Spring17
ME29002,60,74,27,9,3,1,1,Spring19
ME29002,51,81,23,16,3,2,1,Spring18
ME29002,47,68,32,17,11,2,1,Autumn17
MI57001,1,16,11,3,0,1,1,Autumn18
MI40039,2,8,4,7,3,1,0,Spring16
MI40039,3,6,3,4,6,1,0,Autumn18
MI40039,2,0,4,3,2,0,0,Spring18
GG58006,0,5,12,3,0,0,0,Spring19
EE60027,0,0,0,2,0,0,1,Spring19
GG52007,0,3,5,8,19,4,0,Autumn18
CE13001,80,259,449,282,132,34,4,Spring16
CE13001,113,229,435,300,151,52,10,Spring17
CE13001,78,174,206,122,55,20,12,Spring19
CE13001,82,142,226,141,65,32,9,Autumn18
CE13001,139,246,417,285,152,33,10,Spring18
CE13001,113,229,435,302,153,53,4,Autumn17
RT30018,7,10,9,5,1,0,0,Autumn18
RT30018,1,9,9,15,4,0,0,Spring19
AE51019,2,3,2,2,3,0,0,Spring16
AE51019,1,0,4,7,3,3,0,Spring17
AE51019,3,2,4,6,5,0,1,Spring19
AE51019,2,2,0,1,0,0,1,Spring18
AE51019,1,0,4,7,3,3,0,Autumn17
ME60424,0,2,3,1,2,3,2,Spring16
ME60424,0,1,2,0,1,1,0,Spring17
